variant_id,template_id,name,default_code,category,is_confirmed_transacted,is_full_transacted,classification
86,75,Undercarriage Parts Item 038,PORTFOLIO_2026_V1-PROD-038,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
87,76,Filters and Maintenance Parts Item 039,PORTFOLIO_2026_V1-PROD-039,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
88,77,Consumables Item 040,PORTFOLIO_2026_V1-PROD-040,Portfolio 2026 / Consumables,True,True,portfolio_transacted
89,78,Heavy Equipment Item 041,PORTFOLIO_2026_V1-PROD-041,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
90,79,Engine and Hydraulic Parts Item 042,PORTFOLIO_2026_V1-PROD-042,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
91,80,Undercarriage Parts Item 043,PORTFOLIO_2026_V1-PROD-043,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
92,81,Filters and Maintenance Parts Item 044,PORTFOLIO_2026_V1-PROD-044,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
93,82,Consumables Item 045,PORTFOLIO_2026_V1-PROD-045,Portfolio 2026 / Consumables,True,True,portfolio_transacted
94,83,Heavy Equipment Item 046,PORTFOLIO_2026_V1-PROD-046,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
95,84,Engine and Hydraulic Parts Item 047,PORTFOLIO_2026_V1-PROD-047,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
96,85,Undercarriage Parts Item 048,PORTFOLIO_2026_V1-PROD-048,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
97,86,Filters and Maintenance Parts Item 049,PORTFOLIO_2026_V1-PROD-049,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
98,87,Consumables Item 050,PORTFOLIO_2026_V1-PROD-050,Portfolio 2026 / Consumables,True,True,portfolio_transacted
99,88,Heavy Equipment Item 051,PORTFOLIO_2026_V1-PROD-051,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
100,89,Engine and Hydraulic Parts Item 052,PORTFOLIO_2026_V1-PROD-052,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
101,90,Undercarriage Parts Item 053,PORTFOLIO_2026_V1-PROD-053,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
102,91,Filters and Maintenance Parts Item 054,PORTFOLIO_2026_V1-PROD-054,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
103,92,Consumables Item 055,PORTFOLIO_2026_V1-PROD-055,Portfolio 2026 / Consumables,True,True,portfolio_transacted
104,93,Heavy Equipment Item 056,PORTFOLIO_2026_V1-PROD-056,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
105,94,Engine and Hydraulic Parts Item 057,PORTFOLIO_2026_V1-PROD-057,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
106,95,Undercarriage Parts Item 058,PORTFOLIO_2026_V1-PROD-058,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
107,96,Filters and Maintenance Parts Item 059,PORTFOLIO_2026_V1-PROD-059,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
108,97,Consumables Item 060,PORTFOLIO_2026_V1-PROD-060,Portfolio 2026 / Consumables,True,True,portfolio_transacted
109,98,Heavy Equipment Item 061,PORTFOLIO_2026_V1-PROD-061,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
110,99,Engine and Hydraulic Parts Item 062,PORTFOLIO_2026_V1-PROD-062,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
111,100,Undercarriage Parts Item 063,PORTFOLIO_2026_V1-PROD-063,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
112,101,Filters and Maintenance Parts Item 064,PORTFOLIO_2026_V1-PROD-064,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
113,102,Consumables Item 065,PORTFOLIO_2026_V1-PROD-065,Portfolio 2026 / Consumables,True,True,portfolio_transacted
114,103,Heavy Equipment Item 066,PORTFOLIO_2026_V1-PROD-066,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
115,104,Engine and Hydraulic Parts Item 067,PORTFOLIO_2026_V1-PROD-067,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
116,105,Undercarriage Parts Item 068,PORTFOLIO_2026_V1-PROD-068,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
117,106,Filters and Maintenance Parts Item 069,PORTFOLIO_2026_V1-PROD-069,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
118,107,Consumables Item 070,PORTFOLIO_2026_V1-PROD-070,Portfolio 2026 / Consumables,True,True,portfolio_transacted
119,108,Heavy Equipment Item 071,PORTFOLIO_2026_V1-PROD-071,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
120,109,Engine and Hydraulic Parts Item 072,PORTFOLIO_2026_V1-PROD-072,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
121,110,Undercarriage Parts Item 073,PORTFOLIO_2026_V1-PROD-073,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
122,111,Filters and Maintenance Parts Item 074,PORTFOLIO_2026_V1-PROD-074,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
123,112,Consumables Item 075,PORTFOLIO_2026_V1-PROD-075,Portfolio 2026 / Consumables,True,True,portfolio_transacted
124,113,Heavy Equipment Item 076,PORTFOLIO_2026_V1-PROD-076,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
125,114,Engine and Hydraulic Parts Item 077,PORTFOLIO_2026_V1-PROD-077,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
126,115,Undercarriage Parts Item 078,PORTFOLIO_2026_V1-PROD-078,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
127,116,Filters and Maintenance Parts Item 079,PORTFOLIO_2026_V1-PROD-079,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
128,117,Consumables Item 080,PORTFOLIO_2026_V1-PROD-080,Portfolio 2026 / Consumables,True,True,portfolio_transacted
129,118,Heavy Equipment Item 081,PORTFOLIO_2026_V1-PROD-081,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
130,119,Engine and Hydraulic Parts Item 082,PORTFOLIO_2026_V1-PROD-082,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
131,120,Undercarriage Parts Item 083,PORTFOLIO_2026_V1-PROD-083,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
132,121,Filters and Maintenance Parts Item 084,PORTFOLIO_2026_V1-PROD-084,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
133,122,Consumables Item 085,PORTFOLIO_2026_V1-PROD-085,Portfolio 2026 / Consumables,True,True,portfolio_transacted
134,123,Heavy Equipment Item 086,PORTFOLIO_2026_V1-PROD-086,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
135,124,Engine and Hydraulic Parts Item 087,PORTFOLIO_2026_V1-PROD-087,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
136,125,Undercarriage Parts Item 088,PORTFOLIO_2026_V1-PROD-088,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
137,126,Filters and Maintenance Parts Item 089,PORTFOLIO_2026_V1-PROD-089,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
138,127,Consumables Item 090,PORTFOLIO_2026_V1-PROD-090,Portfolio 2026 / Consumables,True,True,portfolio_transacted
139,128,Heavy Equipment Item 091,PORTFOLIO_2026_V1-PROD-091,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
140,129,Engine and Hydraulic Parts Item 092,PORTFOLIO_2026_V1-PROD-092,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
141,130,Undercarriage Parts Item 093,PORTFOLIO_2026_V1-PROD-093,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
142,131,Filters and Maintenance Parts Item 094,PORTFOLIO_2026_V1-PROD-094,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
143,132,Consumables Item 095,PORTFOLIO_2026_V1-PROD-095,Portfolio 2026 / Consumables,True,True,portfolio_transacted
144,133,Heavy Equipment Item 096,PORTFOLIO_2026_V1-PROD-096,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
145,134,Engine and Hydraulic Parts Item 097,PORTFOLIO_2026_V1-PROD-097,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
146,135,Undercarriage Parts Item 098,PORTFOLIO_2026_V1-PROD-098,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
147,136,Filters and Maintenance Parts Item 099,PORTFOLIO_2026_V1-PROD-099,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
148,137,Consumables Item 100,PORTFOLIO_2026_V1-PROD-100,Portfolio 2026 / Consumables,True,True,portfolio_transacted
149,138,Heavy Equipment Item 101,PORTFOLIO_2026_V1-PROD-101,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
150,139,Engine and Hydraulic Parts Item 102,PORTFOLIO_2026_V1-PROD-102,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
151,140,Undercarriage Parts Item 103,PORTFOLIO_2026_V1-PROD-103,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
152,141,Filters and Maintenance Parts Item 104,PORTFOLIO_2026_V1-PROD-104,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
153,142,Consumables Item 105,PORTFOLIO_2026_V1-PROD-105,Portfolio 2026 / Consumables,True,True,portfolio_transacted
154,143,Heavy Equipment Item 106,PORTFOLIO_2026_V1-PROD-106,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
155,144,Engine and Hydraulic Parts Item 107,PORTFOLIO_2026_V1-PROD-107,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
156,145,Undercarriage Parts Item 108,PORTFOLIO_2026_V1-PROD-108,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
157,146,Filters and Maintenance Parts Item 109,PORTFOLIO_2026_V1-PROD-109,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
158,147,Consumables Item 110,PORTFOLIO_2026_V1-PROD-110,Portfolio 2026 / Consumables,True,True,portfolio_transacted
159,148,Heavy Equipment Item 111,PORTFOLIO_2026_V1-PROD-111,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
160,149,Engine and Hydraulic Parts Item 112,PORTFOLIO_2026_V1-PROD-112,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
161,150,Undercarriage Parts Item 113,PORTFOLIO_2026_V1-PROD-113,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
162,151,Filters and Maintenance Parts Item 114,PORTFOLIO_2026_V1-PROD-114,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
163,152,Consumables Item 115,PORTFOLIO_2026_V1-PROD-115,Portfolio 2026 / Consumables,True,True,portfolio_transacted
164,153,Heavy Equipment Item 116,PORTFOLIO_2026_V1-PROD-116,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
165,154,Engine and Hydraulic Parts Item 117,PORTFOLIO_2026_V1-PROD-117,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
166,155,Undercarriage Parts Item 118,PORTFOLIO_2026_V1-PROD-118,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
167,156,Filters and Maintenance Parts Item 119,PORTFOLIO_2026_V1-PROD-119,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
168,157,Consumables Item 120,PORTFOLIO_2026_V1-PROD-120,Portfolio 2026 / Consumables,True,True,portfolio_transacted
169,158,Heavy Equipment Item 121,PORTFOLIO_2026_V1-PROD-121,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
170,159,Engine and Hydraulic Parts Item 122,PORTFOLIO_2026_V1-PROD-122,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
171,160,Undercarriage Parts Item 123,PORTFOLIO_2026_V1-PROD-123,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
172,161,Filters and Maintenance Parts Item 124,PORTFOLIO_2026_V1-PROD-124,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
173,162,Consumables Item 125,PORTFOLIO_2026_V1-PROD-125,Portfolio 2026 / Consumables,True,True,portfolio_transacted
174,163,Heavy Equipment Item 126,PORTFOLIO_2026_V1-PROD-126,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
175,164,Engine and Hydraulic Parts Item 127,PORTFOLIO_2026_V1-PROD-127,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
176,165,Undercarriage Parts Item 128,PORTFOLIO_2026_V1-PROD-128,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
177,166,Filters and Maintenance Parts Item 129,PORTFOLIO_2026_V1-PROD-129,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
178,167,Consumables Item 130,PORTFOLIO_2026_V1-PROD-130,Portfolio 2026 / Consumables,True,True,portfolio_transacted
179,168,Heavy Equipment Item 131,PORTFOLIO_2026_V1-PROD-131,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
180,169,Engine and Hydraulic Parts Item 132,PORTFOLIO_2026_V1-PROD-132,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
181,170,Undercarriage Parts Item 133,PORTFOLIO_2026_V1-PROD-133,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
182,171,Filters and Maintenance Parts Item 134,PORTFOLIO_2026_V1-PROD-134,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
183,172,Consumables Item 135,PORTFOLIO_2026_V1-PROD-135,Portfolio 2026 / Consumables,True,True,portfolio_transacted
184,173,Heavy Equipment Item 136,PORTFOLIO_2026_V1-PROD-136,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
185,174,Engine and Hydraulic Parts Item 137,PORTFOLIO_2026_V1-PROD-137,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
186,175,Undercarriage Parts Item 138,PORTFOLIO_2026_V1-PROD-138,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
187,176,Filters and Maintenance Parts Item 139,PORTFOLIO_2026_V1-PROD-139,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
188,177,Consumables Item 140,PORTFOLIO_2026_V1-PROD-140,Portfolio 2026 / Consumables,True,True,portfolio_transacted
189,178,Heavy Equipment Item 141,PORTFOLIO_2026_V1-PROD-141,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
190,179,Engine and Hydraulic Parts Item 142,PORTFOLIO_2026_V1-PROD-142,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
191,180,Undercarriage Parts Item 143,PORTFOLIO_2026_V1-PROD-143,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
192,181,Filters and Maintenance Parts Item 144,PORTFOLIO_2026_V1-PROD-144,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
193,182,Consumables Item 145,PORTFOLIO_2026_V1-PROD-145,Portfolio 2026 / Consumables,True,True,portfolio_transacted
194,183,Heavy Equipment Item 146,PORTFOLIO_2026_V1-PROD-146,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
195,184,Engine and Hydraulic Parts Item 147,PORTFOLIO_2026_V1-PROD-147,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
196,185,Undercarriage Parts Item 148,PORTFOLIO_2026_V1-PROD-148,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
197,186,Filters and Maintenance Parts Item 149,PORTFOLIO_2026_V1-PROD-149,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
198,187,Consumables Item 150,PORTFOLIO_2026_V1-PROD-150,Portfolio 2026 / Consumables,True,True,portfolio_transacted
199,188,Heavy Equipment Item 151,PORTFOLIO_2026_V1-PROD-151,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
200,189,Engine and Hydraulic Parts Item 152,PORTFOLIO_2026_V1-PROD-152,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
201,190,Undercarriage Parts Item 153,PORTFOLIO_2026_V1-PROD-153,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
202,191,Filters and Maintenance Parts Item 154,PORTFOLIO_2026_V1-PROD-154,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
203,192,Consumables Item 155,PORTFOLIO_2026_V1-PROD-155,Portfolio 2026 / Consumables,True,True,portfolio_transacted
204,193,Heavy Equipment Item 156,PORTFOLIO_2026_V1-PROD-156,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
205,194,Engine and Hydraulic Parts Item 157,PORTFOLIO_2026_V1-PROD-157,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
206,195,Undercarriage Parts Item 158,PORTFOLIO_2026_V1-PROD-158,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
207,196,Filters and Maintenance Parts Item 159,PORTFOLIO_2026_V1-PROD-159,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
208,197,Consumables Item 160,PORTFOLIO_2026_V1-PROD-160,Portfolio 2026 / Consumables,True,True,portfolio_transacted
209,198,Heavy Equipment Item 161,PORTFOLIO_2026_V1-PROD-161,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
210,199,Engine and Hydraulic Parts Item 162,PORTFOLIO_2026_V1-PROD-162,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
211,200,Undercarriage Parts Item 163,PORTFOLIO_2026_V1-PROD-163,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
212,201,Filters and Maintenance Parts Item 164,PORTFOLIO_2026_V1-PROD-164,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
213,202,Consumables Item 165,PORTFOLIO_2026_V1-PROD-165,Portfolio 2026 / Consumables,True,True,portfolio_transacted
214,203,Heavy Equipment Item 166,PORTFOLIO_2026_V1-PROD-166,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
215,204,Engine and Hydraulic Parts Item 167,PORTFOLIO_2026_V1-PROD-167,Portfolio 2026 / Engine and Hydraulic Parts,True,True,portfolio_transacted
216,205,Undercarriage Parts Item 168,PORTFOLIO_2026_V1-PROD-168,Portfolio 2026 / Undercarriage Parts,True,True,portfolio_transacted
217,206,Filters and Maintenance Parts Item 169,PORTFOLIO_2026_V1-PROD-169,Portfolio 2026 / Filters and Maintenance Parts,True,True,portfolio_transacted
218,207,Consumables Item 170,PORTFOLIO_2026_V1-PROD-170,Portfolio 2026 / Consumables,True,True,portfolio_transacted
219,208,Heavy Equipment Item 171,PORTFOLIO_2026_V1-PROD-171,Portfolio 2026 / Heavy Equipment,True,True,portfolio_transacted
